Local Authority,LSOA Name,ONS Name,LSOA Code,Child Index 2011,Income domain_Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011
Isle of Anglesey,Aberffraw & Rhosneigr 1,007A,W01000001,26.0,15.0,11.7,47.9,22.6,2.0,47.7,52.2
Isle of Anglesey,Aberffraw & Rhosneigr 2,007B,W01000002,17.8,10.6,11.9,9.8,11.7,4.1,45.6,62.0
Isle of Anglesey,Amlwch Port,001A,W01000003,28.1,23.8,28.8,28.8,19.5,5.1,51.0,34.6
Isle of Anglesey,Amlwch Rural,001B,W01000004,22.8,20.3,8.9,24.6,10.1,1.1,46.4,58.4
Isle of Anglesey,Beaumaris,005A,W01000005,25.4,20.2,21.7,41.5,21.0,13.7,14.1,58.8
Isle of Anglesey,Bodffordd,006A,W01000006,16.6,9.1,13.6,17.2,8.8,2.9,40.3,41.2
Isle of Anglesey,Bodorgan,009A,W01000007,23.4,14.9,8.5,37.1,4.2,12.7,50.4,51.7
Isle of Anglesey,Braint,008A,W01000008,7.3,4.9,4.1,10.1,5.2,3.5,17.5,8.5
Isle of Anglesey,Bryngwran,007C,W01000009,21.1,27.4,12.6,4.0,14.2,5.9,43.3,33.7
Isle of Anglesey,Brynteg,002A,W01000010,12.8,6.0,14.9,12.9,3.6,2.2,40.5,10.7
Isle of Anglesey,Cadnant (Isle of Anglesey),008B,W01000011,10.6,7.8,6.7,16.4,20.2,4.3,7.0,26.2
Isle of Anglesey,Cefni,006B,W01000012,5.5,6.2,4.3,3.3,9.6,8.0,4.7,4.9
Isle of Anglesey,Cwm Cadnant,005B,W01000013,9.8,5.6,3.8,0.9,3.9,4.6,38.0,30.7
Isle of Anglesey,Cyngar,006C,W01000014,11.9,13.0,8.6,6.3,13.5,20.1,12.7,17.9
Isle of Anglesey,Gwyngyll,008C,W01000015,8.8,3.2,1.2,24.4,2.2,2.0,19.5,10.8
Isle of Anglesey,Holyhead Town,003A,W01000016,30.7,30.6,42.6,20.8,83.5,21.4,1.9,39.4
Isle of Anglesey,Kingsland,003B,W01000017,34.1,39.4,34.5,37.6,45.6,23.8,6.2,46.5
Isle of Anglesey,Llanbadrig,001C,W01000018,21.8,17.2,26.8,11.5,9.2,20.6,41.9,36.3
Isle of Anglesey,Llanbedrgoch,005C,W01000019,15.1,7.5,18.2,14.0,8.4,9.4,40.0,15.8
Isle of Anglesey,Llanddyfnan,002B,W01000020,13.2,4.3,5.4,7.1,4.3,6.0,53.8,38.4
Isle of Anglesey,Llaneilian,002C,W01000021,21.3,8.9,22.1,22.0,8.5,3.6,65.0,32.1
Isle of Anglesey,Llanfaethlu,004A,W01000022,17.7,12.7,11.4,0.1,12.9,1.6,59.1,52.0
Isle of Anglesey,Llanfair-yn-Neubwll 1,007D,W01000023,17.6,12.6,16.0,8.6,10.0,2.0,42.0,50.4
Isle of Anglesey,Llanfair-yn-Neubwll 2,007E,W01000024,19.3,16.3,20.2,18.4,9.4,5.5,33.8,30.8
Isle of Anglesey,Llanfihangel Ysgeifiog,009B,W01000025,19.3,10.6,16.1,17.1,8.0,20.9,42.1,48.5
Isle of Anglesey,Llangoed,005D,W01000026,15.9,11.5,13.5,7.3,8.5,0.0,52.2,23.4
Isle of Anglesey,Llanidan,009C,W01000027,20.0,14.4,18.4,2.9,18.6,7.2,43.0,72.9
Isle of Anglesey,Llannerch-y-medd,001D,W01000028,23.9,12.8,17.1,16.5,18.8,2.2,64.8,72.6
Isle of Anglesey,London Road,003C,W01000029,39.2,45.2,39.0,21.6,38.6,65.4,14.1,79.4
Isle of Anglesey,Maeshyfryd,003D,W01000030,37.0,38.6,40.5,52.5,39.8,18.5,9.5,45.5
Isle of Anglesey,Mechell,001E,W01000031,21.5,17.5,17.3,9.2,3.3,17.1,62.9,31.4
Isle of Anglesey,Moelfre,002D,W01000032,27.1,23.6,32.9,13.6,5.7,3.0,42.9,83.5
Isle of Anglesey,Morawelon,003E,W01000033,41.9,53.1,42.6,25.4,42.6,19.5,22.9,81.8
Isle of Anglesey,Parc a'r Mynydd,004B,W01000034,14.4,14.8,9.6,5.1,11.2,3.9,24.5,44.7
Isle of Anglesey,Pentraeth,005E,W01000035,15.6,3.9,17.0,8.4,6.5,3.8,49.3,52.5
Isle of Anglesey,Porthyfelin 1,003F,W01000036,46.5,45.5,37.3,85.4,56.5,35.7,2.1,59.1
Isle of Anglesey,Porthyfelin 2,003G,W01000037,25.6,26.3,20.9,33.8,33.2,15.0,8.5,49.2
Isle of Anglesey,Rhosyr,009D,W01000038,23.4,15.1,26.1,12.8,18.1,14.7,43.9,66.2
Isle of Anglesey,Trearddur 1,004C,W01000039,13.8,5.3,7.7,0.1,7.4,6.1,49.4,61.6
Isle of Anglesey,Trearddur 2,004D,W01000040,17.0,8.0,17.5,16.9,7.7,19.8,49.6,8.9
Isle of Anglesey,Tudur,006D,W01000041,34.0,47.8,30.7,17.3,35.8,6.6,24.3,55.0
Isle of Anglesey,Tysilio,008D,W01000042,12.0,15.5,12.8,6.9,12.0,0.7,3.5,32.0
Isle of Anglesey,Valley 1,004E,W01000043,24.8,25.2,17.0,5.7,14.4,23.7,38.5,82.2
Isle of Anglesey,Valley 2,004F,W01000044,12.5,6.8,13.8,3.7,2.9,1.7,40.2,30.4
Gwynedd,Aberdaron,014A,W01000045,22.6,10.0,14.0,0.5,1.3,2.9,98.2,71.8
Gwynedd,Aberdovey,017A,W01000046,11.9,1.0,3.4,7.3,5.2,5.0,45.1,58.5
Gwynedd,Abererch,011A,W01000047,14.3,3.4,8.6,3.1,6.2,25.4,59.3,32.6
Gwynedd,Abermaw 1,016A,W01000048,21.8,24.1,14.0,20.2,10.2,6.0,22.7,60.4
Gwynedd,Abermaw 2,016B,W01000049,15.6,11.8,14.8,12.3,29.9,2.8,4.9,68.5
Gwynedd,Arllechwedd,003A,W01000050,12.9,9.5,10.2,1.2,19.8,7.5,38.8,20.4
Gwynedd,Bala,015A,W01000051,10.3,9.4,14.4,6.6,12.5,24.3,0.5,18.0
Gwynedd,Bethel & Cwm-y-Glo 1,004A,W01000052,8.5,9.2,4.0,2.7,6.1,0.0,20.1,21.1
Gwynedd,Bethel & Cwm-y-Glo 2,004B,W01000053,10.9,1.7,3.1,6.8,4.8,8.3,49.5,28.2
Gwynedd,Bontnewydd,007A,W01000054,9.6,2.0,5.2,0.8,9.1,8.4,39.0,34.1
Gwynedd,Botwnnog & Tudweiliog,014B,W01000055,18.7,7.3,6.3,6.1,1.7,2.7,91.6,41.2
Gwynedd,Bowydd and Rhiw,009A,W01000056,17.1,14.4,15.0,5.8,33.1,21.6,23.2,36.9
Gwynedd,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,#N/A,W01000057,12.1,4.3,2.9,4.0,4.1,9.4,48.2,44.9
Gwynedd,Bryn-crug/Llanfihangel,017B,W01000058,11.7,2.3,3.2,5.9,1.6,24.1,42.6,42.3
Gwynedd,Cadnant (Gwynedd),006A,W01000059,24.3,24.6,26.1,24.3,51.3,15.6,2.4,42.7
Gwynedd,Corris/Mawddwy,015B,W01000060,18.6,12.4,6.9,9.5,6.0,7.4,56.2,61.4
Gwynedd,Criccieth,011B,W01000061,11.4,7.0,10.7,4.7,9.1,0.0,25.5,43.7
Gwynedd,Deiniol,001A,W01000062,23.1,17.3,39.8,13.0,59.8,3.2,5.3,56.6
Gwynedd,Deiniolen,005A,W01000063,22.1,19.5,14.5,26.7,13.8,8.1,28.8,54.0
Gwynedd,Dewi,002A,W01000064,15.7,15.8,18.1,9.6,22.1,3.9,4.5,52.7
Gwynedd,Diffwys and Maenofferen,009B,W01000065,16.7,23.7,12.8,10.3,27.4,5.3,0.1,39.7
Gwynedd,Dolbenmaen,010A,W01000066,18.2,10.4,10.4,10.6,4.0,2.7,62.7,46.8
Gwynedd,Dolgellau North,016D,W01000067,9.4,4.6,4.8,0.5,24.9,28.7,15.3,28.2
Gwynedd,Dolgellau South,016E,W01000068,15.3,21.4,10.7,4.5,19.5,15.1,2.5,45.3
Gwynedd,Dyffryn Ardudwy,013A,W01000069,14.9,6.6,8.3,8.0,7.5,6.6,41.7,62.7
Gwynedd,Efail-newydd/Buan,012A,W01000070,18.6,11.4,6.4,0.0,3.5,4.5,73.4,65.4
Gwynedd,Gerlan,003B,W01000071,22.0,24.3,22.7,15.1,17.3,2.4,14.2,65.8
Gwynedd,Glyder,002B,W01000072,10.5,12.8,11.5,1.4,17.2,0.7,1.6,39.8
Gwynedd,Groeslon,008A,W01000073,11.4,2.9,6.5,7.3,9.5,8.4,40.9,31.1
Gwynedd,Harlech,013B,W01000074,12.3,11.2,7.0,2.8,9.8,24.9,14.0,46.0
Gwynedd,Hendre (Gwynedd),002C,W01000075,29.6,44.7,27.6,15.9,40.5,8.6,1.7,52.6
Gwynedd,Hirael & Garth 1,001B,W01000076,13.4,17.9,16.2,1.0,24.3,5.1,1.1,35.8
Gwynedd,Hirael & Garth 2,001C,W01000077,23.2,22.4,11.6,13.4,54.7,41.5,1.5,80.6
Gwynedd,Llanaelhaearn,011C,W01000078,25.6,17.4,20.7,14.3,15.5,4.3,54.7,92.2
Gwynedd,Llanbedr,013C,W01000079,14.3,9.5,8.3,3.8,6.4,12.0,49.2,27.9
Gwynedd,Llanbedrog & Abersoch,014C,W01000080,20.2,7.7,7.1,5.1,8.4,3.7,92.9,54.3
Gwynedd,Llanberis,005B,W01000081,14.7,5.6,23.1,2.2,10.1,23.7,34.5,34.8
Gwynedd,Llandderfel & Llanuwchllyn 1,015C,W01000082,16.0,6.1,6.0,3.0,3.0,11.8,75.6,35.5
Gwynedd,Llandderfel & Llanuwchllyn 2,015D,W01000083,13.1,3.8,3.9,1.0,7.3,9.0,74.0,14.0
Gwynedd,Llanengan,014D,W01000084,19.5,8.5,8.0,0.6,2.8,1.3,96.6,49.1
Gwynedd,Llangelynin,017C,W01000085,21.8,15.1,9.6,12.9,10.6,32.1,52.9,58.2
Gwynedd,Llanllyfni & Clynnog,008B,W01000086,22.7,25.7,11.4,13.0,13.6,11.7,46.9,35.0
Gwynedd,Llanrug,004C,W01000087,5.4,5.4,8.5,0.6,9.6,0.8,3.2,14.6
Gwynedd,Llanwnda,007B,W01000088,13.8,3.9,8.4,17.0,11.6,3.9,45.3,26.3
Gwynedd,Llanystumdwy,011D,W01000089,18.0,6.3,10.1,19.8,5.9,5.5,62.5,38.0
Gwynedd,Marchog 1,002D,W01000090,49.2,55.1,71.0,37.8,53.6,13.9,15.6,84.0
Gwynedd,Marchog 2,001D,W01000091,50.3,61.3,62.9,41.7,92.2,4.8,11.2,57.8
Gwynedd,Menai (Bangor),001E,W01000092,3.8,0.2,0.4,8.8,26.0,1.4,2.2,3.7
Gwynedd,Menai (Caernarfon),006B,W01000093,7.9,4.9,1.6,6.3,19.9,13.7,2.8,40.6
Gwynedd,Morfa Nefyn,012B,W01000094,14.9,14.1,6.6,1.3,7.3,3.8,60.8,7.4
Gwynedd,Nefyn,012C,W01000095,17.1,10.7,5.9,18.6,6.5,18.8,52.7,19.9
Gwynedd,Ogwen 1,003C,W01000096,26.4,14.4,33.0,60.4,15.2,25.6,2.2,42.6
Gwynedd,Ogwen 2,003D,W01000097,25.6,21.2,24.6,39.7,49.5,2.7,0.1,64.0
Gwynedd,Peblig (Caernarfon),006C,W01000098,48.6,61.4,67.8,23.3,73.1,12.6,12.2,76.2
Gwynedd,Penisarwaun,005C,W01000099,12.4,4.3,9.3,19.5,7.0,4.8,35.9,14.6
Gwynedd,Penrhyndeudraeth 1,010B,W01000100,16.6,10.1,3.6,0.9,2.4,29.1,53.0,63.4
Gwynedd,Penrhyndeudraeth 2,013D,W01000101,13.5,9.2,7.3,4.0,15.8,21.7,24.3,50.8
Gwynedd,Pentir 1,002E,W01000102,3.9,0.3,2.0,7.7,7.3,1.8,10.4,4.9
Gwynedd,Pentir 2,005D,W01000103,20.2,16.8,9.2,14.1,14.9,13.8,55.1,29.7
Gwynedd,Penygroes (Gwynedd),008C,W01000104,16.7,14.0,12.1,28.7,21.2,9.9,1.6,43.3
Gwynedd,Porthmadog East,010C,W01000105,19.7,12.8,39.3,4.7,27.9,55.4,0.4,40.9
Gwynedd,Porthmadog West,010D,W01000106,10.1,0.7,5.2,0.5,9.7,32.0,34.4,35.3
Gwynedd,Porthmadog - Tremadog,010E,W01000107,19.7,7.9,25.0,5.4,14.6,30.0,57.0,32.7
Gwynedd,Pwllheli North,012D,W01000108,20.7,14.1,15.3,11.3,25.0,34.4,28.2,67.1
Gwynedd,Pwllheli South,012E,W01000109,16.7,11.0,17.6,12.1,14.9,35.4,4.8,67.8
Gwynedd,Seiont 1,006D,W01000110,13.3,7.1,10.8,8.9,13.2,18.2,31.4,28.0
Gwynedd,Seiont 2,007C,W01000111,18.8,17.5,17.4,10.1,44.5,20.2,16.0,32.6
Gwynedd,Talysarn,008D,W01000112,25.7,31.0,17.7,16.3,20.1,10.5,24.8,65.6
Gwynedd,Teigl,009C,W01000113,21.3,18.4,8.8,26.8,13.8,1.9,29.3,68.0
Gwynedd,Trawsfynydd,009D,W01000114,17.3,13.8,4.2,3.3,13.9,11.4,51.7,53.2
Gwynedd,Tregarth & Mynydd Llandygai,003E,W01000115,16.0,11.1,7.3,6.6,7.9,1.6,59.9,29.0
Gwynedd,Tywyn 1,017D,W01000116,10.3,11.2,5.7,8.3,4.2,7.4,11.7,30.2
Gwynedd,Tywyn 2,017E,W01000117,19.5,24.2,13.5,10.5,13.2,20.7,1.9,74.3
Gwynedd,Waunfawr,007D,W01000118,19.5,8.0,10.3,3.5,13.4,8.2,93.6,25.1
Gwynedd,Y Felinheli,004D,W01000119,11.7,3.5,8.8,8.2,14.6,22.0,25.8,35.9
Conwy,Abergele Pensarn,010A,W01000120,48.7,46.5,43.6,84.9,25.4,48.5,22.2,49.8
Conwy,Betws-y-Coed,015A,W01000121,17.3,8.1,21.4,2.2,13.4,14.1,54.9,33.8
Conwy,Betws yn Rhos,014A,W01000122,13.4,7.8,6.5,1.1,5.6,13.0,58.2,17.8
Conwy,Bryn,013A,W01000123,17.9,4.8,11.7,39.6,10.5,18.7,29.8,33.3
Conwy,Caerhun,012A,W01000124,13.9,8.6,6.5,0.4,2.7,16.8,50.7,37.2
Conwy,Capelulo,013B,W01000125,12.6,9.5,7.9,1.9,10.5,3.4,37.3,35.5
Conwy,Colwyn 1,009A,W01000126,11.2,8.3,4.4,20.0,20.9,0.3,18.1,9.4
Conwy,Colwyn 2,009B,W01000127,37.4,48.6,25.9,34.8,36.3,0.5,23.0,79.0
Conwy,Colwyn 3,009C,W01000128,13.1,6.4,5.7,25.3,24.1,2.4,20.8,23.2
Conwy,Conwy 1,012B,W01000129,20.2,18.6,11.2,10.1,12.0,53.7,15.8,66.0
Conwy,Conwy 2,012C,W01000130,15.6,23.1,7.5,7.9,15.9,5.5,9.6,38.2
Conwy,Conwy 3,012D,W01000131,19.6,19.9,15.9,24.2,9.9,0.1,24.9,33.4
Conwy,Craig-y-Don 1,001A,W01000132,19.8,12.5,18.7,25.8,29.1,48.3,9.0,31.7
Conwy,Craig-y-Don 2,002A,W01000133,13.2,8.8,7.6,21.4,9.2,30.1,18.4,8.2
Conwy,Crwst,015B,W01000134,16.7,16.4,20.9,15.8,20.5,24.8,0.6,29.9
Conwy,Deganwy 1,006A,W01000135,5.4,1.7,3.0,0.2,1.0,0.0,32.6,3.7
Conwy,Deganwy 2,006B,W01000136,25.3,15.5,15.4,65.2,21.1,17.7,14.7,30.0
Conwy,Eglwysbach,015C,W01000137,14.5,0.9,11.0,13.0,0.6,22.3,54.6,32.5
Conwy,Eirias 1,008A,W01000138,15.0,16.9,6.1,9.4,18.1,0.1,22.5,41.0
Conwy,Eirias 2,007A,W01000139,7.6,7.4,1.7,12.3,11.3,5.4,5.3,14.7
Conwy,Gele 1,010B,W01000140,23.4,27.2,25.1,15.0,24.9,18.3,9.1,52.3
Conwy,Gele 2,010C,W01000141,5.2,3.9,3.9,5.5,1.2,1.2,13.1,7.0
Conwy,Gele 3,010D,W01000142,3.3,0.2,0.7,2.9,0.6,1.9,17.0,6.3
Conwy,Glyn (Conwy) 1,007B,W01000143,23.6,33.3,19.1,22.4,50.8,0.3,4.1,18.1
Conwy,Glyn (Conwy) 2,007C,W01000144,37.4,46.9,19.5,44.1,95.0,4.8,0.6,62.5
Conwy,Glyn (Conwy) 3,008B,W01000145,30.8,28.1,13.0,80.6,40.7,0.2,4.7,29.1
Conwy,Gogarth 1,001B,W01000146,24.1,21.3,11.2,23.0,53.0,31.4,9.3,72.3
Conwy,Gogarth 2,001C,W01000147,18.3,18.4,10.0,6.9,15.7,36.0,35.7,22.7
Conwy,Gower (Conwy),015D,W01000148,21.7,25.4,26.8,11.9,10.3,29.1,3.0,55.7
Conwy,Kinmel Bay 1,005A,W01000149,32.0,37.0,42.0,15.5,28.3,56.6,11.6,40.1
Conwy,Kinmel Bay 2,005B,W01000150,21.1,15.5,25.6,18.2,7.0,57.8,31.0,6.9
Conwy,Kinmel Bay 3,005C,W01000151,35.8,40.7,34.7,33.4,37.5,55.5,17.4,32.9
Conwy,Kinmel Bay 4,005D,W01000152,17.5,13.2,17.6,7.1,24.4,61.1,16.5,22.8
Conwy,Llanddulas,009D,W01000153,12.8,8.2,1.9,11.2,16.4,26.2,31.7,19.8
Conwy,Llandrillo yn Rhos 1,003A,W01000154,10.1,6.5,2.5,7.2,4.6,16.4,31.8,15.3
Conwy,Llandrillo yn Rhos 2,004A,W01000155,19.3,12.2,2.0,55.0,14.1,9.5,29.4,4.2
Conwy,Llandrillo yn Rhos 3,004B,W01000156,13.2,8.3,2.5,20.7,12.8,30.5,26.7,6.3
Conwy,Llandrillo yn Rhos 4,004C,W01000157,27.5,30.0,28.4,18.7,34.1,33.6,11.0,56.1
Conwy,Llandrillo yn Rhos 5,004D,W01000158,10.5,9.1,1.4,26.8,10.7,1.3,11.6,5.1
Conwy,Llangernyw,014B,W01000159,14.8,8.6,10.1,1.3,0.5,14.6,63.8,18.6
Conwy,Llansanffraid 1,011A,W01000160,13.5,11.1,11.7,6.7,16.6,10.4,27.6,23.1
Conwy,Llansanffraid 2,011B,W01000161,10.4,0.7,6.4,7.7,7.1,6.1,46.5,19.9
Conwy,Llansannan,014C,W01000162,16.8,6.3,6.6,6.1,2.2,4.9,75.3,45.7
Conwy,Llysfaen 1,009E,W01000163,53.7,73.1,35.4,70.4,55.4,7.9,30.7,36.2
Conwy,Llysfaen 2,009F,W01000164,20.8,22.8,11.7,13.6,17.2,31.0,31.8,26.4
Conwy,Marl 1,006C,W01000165,5.3,1.6,2.9,6.0,5.3,7.0,17.3,4.7
Conwy,Marl 2,006D,W01000166,21.6,17.6,22.6,39.3,19.3,13.7,10.7,24.8
Conwy,Mochdre,011C,W01000167,37.1,36.0,27.9,41.4,29.7,50.3,31.3,63.6
Conwy,Mostyn (Conwy) 1,002B,W01000168,33.2,29.9,32.2,39.4,39.4,44.8,7.5,71.0
Conwy,Mostyn (Conwy) 2,001D,W01000169,17.4,14.0,15.8,12.5,38.0,52.7,1.4,30.5
Conwy,Pandy,013C,W01000170,18.8,18.8,14.8,18.5,11.7,4.2,33.2,23.6
Conwy,Pant-yr-afon/Penmaenan 1,013D,W01000171,21.4,27.8,14.0,11.6,25.7,0.1,27.4,37.0
Conwy,Pant-yr-afon/Penmaenan 2,013E,W01000172,36.5,46.2,12.6,44.0,31.7,0.5,32.9,74.6
Conwy,Penrhyn 1,003B,W01000173,8.6,2.4,3.3,4.2,9.5,7.0,29.1,30.9
Conwy,Penrhyn 2,003C,W01000174,3.0,1.5,2.9,1.0,1.2,0.9,10.7,5.1
Conwy,Penrhyn 3,003D,W01000175,3.4,0.6,3.4,0.2,0.8,7.0,14.2,5.7
Conwy,Pensarn 1,011D,W01000176,22.6,28.2,22.3,12.6,45.8,25.7,4.2,29.9
Conwy,Pensarn 2,011E,W01000177,15.6,18.2,15.4,7.5,12.6,11.8,23.0,15.7
Conwy,Pentre Mawr 1,010E,W01000178,29.1,39.6,22.3,15.7,30.4,19.2,0.3,90.3
Conwy,Pentre Mawr 2,010F,W01000179,13.2,8.0,7.3,27.5,9.4,23.1,13.5,13.0
Conwy,Rhiw 1,008C,W01000180,6.8,1.2,0.7,1.9,6.3,0.1,41.5,7.1
Conwy,Rhiw 2,008D,W01000181,9.9,7.0,0.7,11.0,6.5,0.1,36.2,9.6
Conwy,Rhiw 3,007D,W01000182,28.9,28.2,13.9,58.5,36.4,0.6,13.6,43.2
Conwy,Rhiw 4,008E,W01000183,4.2,2.5,1.1,0.2,8.9,0.4,17.5,6.8
Conwy,Towyn,005E,W01000184,28.9,24.9,33.7,11.6,38.6,52.4,34.6,42.9
Conwy,Trefriw,015E,W01000185,16.3,10.6,12.1,9.9,1.9,25.5,41.0,34.1
Conwy,Tudno 1,001E,W01000186,35.7,33.9,26.2,55.3,35.4,55.3,0.2,70.4
Conwy,Tudno 2,002C,W01000187,46.0,59.8,38.5,42.9,48.6,51.1,2.3,74.9
Conwy,Tudno 3,002D,W01000188,12.9,15.6,14.2,3.1,7.8,43.8,6.0,8.3
Conwy,Uwch Conwy,015F,W01000189,18.4,4.7,19.4,19.9,0.9,2.6,65.8,28.6
Conwy,Uwchaled,014D,W01000190,23.4,4.2,3.3,57.3,5.0,2.8,74.6,32.7
Denbighshire,Bodelwyddan,009A,W01000191,25.7,20.9,18.9,23.7,14.7,10.8,41.2,73.4
Denbighshire,Corwen 1,016A,W01000192,14.5,6.2,8.0,4.9,5.4,20.0,55.7,29.1
Denbighshire,Corwen 2,015A,W01000193,21.6,21.1,17.1,21.5,13.8,8.0,34.3,33.3
Denbighshire,Denbigh Central,011A,W01000194,11.9,10.3,12.9,3.4,50.9,6.1,6.0,20.4
Denbighshire,Denbigh Lower 1,012A,W01000195,3.2,1.8,3.9,2.3,1.3,2.3,6.5,7.7
Denbighshire,Denbigh Lower 2,012B,W01000196,5.8,1.9,9.4,6.0,6.3,9.9,3.2,18.4
Denbighshire,Denbigh Lower 3,012C,W01000197,4.6,1.4,8.9,1.5,8.2,9.9,3.0,13.4
Denbighshire,Denbigh Upper/Henllan 1,011B,W01000198,49.6,72.6,58.8,27.9,39.2,8.3,13.0,76.6
Denbighshire,Denbigh Upper/Henllan 2,011C,W01000199,22.1,20.8,26.7,8.7,20.2,6.5,36.4,44.4
Denbighshire,Dyserth 1,008A,W01000200,11.9,8.8,5.7,7.7,9.2,3.1,38.1,18.2
Denbighshire,Dyserth 2,008B,W01000201,23.0,18.0,22.8,21.0,16.3,38.0,36.6,22.5
Denbighshire,Efenechtyd,015B,W01000202,13.0,5.7,1.5,0.3,0.9,4.3,73.1,23.5
Denbighshire,Llanarmon-yn-Ial/Llandegla,013A,W01000203,9.0,1.9,0.5,3.1,8.8,4.8,50.5,11.9
Denbighshire,Llanbedr Dyffryn Clwyd/Llangynhafal,#N/A,W01000204,6.7,2.2,0.1,3.5,0.4,0.8,39.3,7.3
Denbighshire,Llandrillo,016B,W01000205,16.6,7.9,11.7,16.2,2.9,24.7,50.6,19.5
Denbighshire,Llandyrnog,013C,W01000206,9.8,4.6,2.3,6.4,2.5,9.4,44.3,9.4
Denbighshire,Llanfair Dyffryn Clwyd/Gwyddelwern,#N/A,W01000207,13.3,3.2,4.7,8.2,4.2,5.3,69.9,14.3
Denbighshire,Llangollen 1,016C,W01000208,18.1,19.8,3.3,0.1,31.5,16.0,56.5,12.6
Denbighshire,Llangollen 2,016D,W01000209,14.2,15.3,12.5,11.6,20.5,7.8,13.7,21.4
Denbighshire,Llangollen 3,016E,W01000210,9.1,3.4,2.8,12.7,11.6,10.7,17.8,28.8
Denbighshire,Llanrhaeadr-yng-Nghinmeirch,012D,W01000211,11.6,3.1,1.3,5.2,1.7,12.7,61.6,16.7
Denbighshire,Prestatyn Central 1,003A,W01000212,7.3,7.3,5.0,10.8,9.3,1.4,2.8,16.3
Denbighshire,Prestatyn Central 2,002A,W01000213,39.8,53.8,40.2,44.2,27.5,4.4,2.6,67.6
Denbighshire,Prestatyn East 1,002B,W01000214,20.8,19.6,19.1,31.3,21.6,34.7,8.1,13.3
Denbighshire,Prestatyn East 2,002C,W01000215,6.6,0.5,3.7,10.8,6.4,0.1,28.6,1.3
Denbighshire,Prestatyn East 3,002D,W01000216,15.9,14.6,16.8,4.6,13.7,30.0,7.6,58.1
Denbighshire,Prestatyn Meliden,008C,W01000217,27.0,29.0,24.5,28.6,21.2,1.7,21.5,60.1
Denbighshire,Prestatyn North 1,001A,W01000218,17.2,15.9,19.2,15.4,18.1,40.0,10.7,13.3
Denbighshire,Prestatyn North 2,001B,W01000219,28.8,23.6,20.6,33.4,19.4,44.9,28.5,63.1
Denbighshire,Prestatyn North 3,001C,W01000220,24.5,20.2,33.6,13.3,6.6,41.3,30.1,44.6
Denbighshire,Prestatyn South West 1,003B,W01000221,26.2,18.2,28.7,24.9,26.2,40.5,21.3,64.6
Denbighshire,Prestatyn South West 1,003B,W01000222,17.9,13.3,21.9,17.6,4.3,38.9,12.9,37.1
Denbighshire,Rhuddlan 1,009B,W01000223,10.5,1.8,4.1,11.5,19.2,19.4,34.1,11.1
Denbighshire,Rhuddlan 2,009C,W01000224,20.8,21.0,15.9,10.2,5.8,0.3,26.8,86.4
Denbighshire,Rhuddlan 3,009D,W01000225,17.3,16.6,16.8,19.6,13.0,13.6,22.1,14.9
Denbighshire,Rhyl East 1,004A,W01000226,24.8,28.9,28.5,17.7,31.4,35.3,8.1,27.2
Denbighshire,Rhyl East 2,004B,W01000227,11.8,13.3,11.5,10.3,9.8,27.9,3.0,11.0
Denbighshire,Rhyl East 3,004C,W01000228,29.8,19.3,28.9,76.9,32.8,2.0,1.5,42.1
Denbighshire,Rhyl South 1,007A,W01000229,32.8,31.6,37.2,55.4,16.0,11.9,26.5,13.9
Denbighshire,Rhyl South 2,007B,W01000230,12.5,8.2,14.4,10.2,13.2,15.6,8.7,43.1
Denbighshire,Rhyl South East 1,005A,W01000231,18.4,26.4,17.8,17.6,19.6,10.5,0.2,18.9
Denbighshire,Rhyl South East 2,005B,W01000232,11.0,10.9,11.3,2.7,6.7,14.8,14.3,27.5
Denbighshire,Rhyl South East 3,005C,W01000233,15.8,11.2,25.6,20.5,11.8,5.9,6.6,34.7
Denbighshire,Rhyl South East 4,007C,W01000234,37.2,50.6,50.9,10.3,38.8,2.8,15.2,74.0
Denbighshire,Rhyl South East 5,005D,W01000235,9.0,2.9,3.9,7.6,3.4,46.8,12.1,24.1
Denbighshire,Rhyl South West 1,006A,W01000236,56.5,62.3,59.8,73.4,60.3,48.1,2.9,77.9
Denbighshire,Rhyl South West 2,006B,W01000237,75.6,91.6,85.9,62.5,66.5,72.6,29.5,95.8
Denbighshire,Rhyl South West 3,006C,W01000238,22.8,28.8,23.3,11.7,26.6,39.5,2.1,39.0
Denbighshire,Rhyl West 1,004D,W01000239,67.7,71.8,57.3,88.0,99.1,56.1,23.9,84.9
Denbighshire,Rhyl West 2,004E,W01000240,74.0,93.6,98.2,50.5,100.0,38.1,9.2,97.4
Denbighshire,Rhyl West 3,004F,W01000241,70.9,89.7,71.5,68.5,77.6,70.7,26.5,50.1
Denbighshire,Ruthin 1,014A,W01000242,13.6,15.4,10.1,9.8,11.7,5.8,20.2,19.2
Denbighshire,Ruthin 2,014B,W01000243,5.5,6.7,0.4,2.7,16.6,2.2,3.6,15.9
Denbighshire,Ruthin 3,014C,W01000244,4.8,3.0,0.9,14.8,0.2,0.1,6.4,3.7
Denbighshire,St. Asaph East,010A,W01000245,12.2,6.0,5.7,30.1,12.3,27.2,1.6,22.4
