"Community safety and social inclusion > Welsh Index of Multiple Deprivation > Archive > Pre WIMD 2014 indicator data > Indicator data by Lower Layer Super Output Areas"
"Indicator data by Lower Layer Super Output Areas"

Filters:
Year: WIMD 2011

"","","","employment-related benefits (% of working-age population) (1)","income-related benefits - Child Index (% 0-18 year olds) (2)","income-related benefits (% of population) (3)","Key Stage 2 mean points score (4)","Key Stage 3 mean points score (4)","Key Stage 4 mean points score (5)","low birth weight (% of live singleton babies) (6)","Primary School absence rate (% of half day sessions missed) (7)","Secondary School absence rate (% of half day sessions missed) (8)"
"W01001292 ","Wales ","Merthyr Tydfil 004A ",35,50.8,40.6,75,85,292,7,10.6,15.3
"W01001293 ","Wales ","Merthyr Tydfil 004B ",24,36.1,25.2,82,94,364,7.8,6.2,8.1
"W01001294 ","Wales ","Merthyr Tydfil 003B ",11,7.2,6.1,84,106,466,4,5.9,5.3
"W01001295 ","Wales ","Merthyr Tydfil 002A ",27,42.9,32.8,74,94,375,7.8,9.6,10.6
"W01001296 ","Wales ","Merthyr Tydfil 002B ",18,24.1,17.2,79,100,408,11.5,8.5,8
"W01001297 ","Wales ","Merthyr Tydfil 002C ",19,22.7,19.1,75,98,429,7.2,8.1,8
"W01001298 ","Wales ","Merthyr Tydfil 002D ",27,33.5,29.2,78,95,347,7.4,8.7,12.4
"W01001299 ","Wales ","Merthyr Tydfil 008A ",34,54.6,42.3,76,87,326,8.3,9,12.4
"W01001300 ","Wales ","Merthyr Tydfil 008B ",39,70.3,48.2,74,87,325,11.1,9.3,13.5
"W01001301 ","Wales ","Merthyr Tydfil 008C ",33,55.3,40,78,89,378,10.2,8.9,12.1
"W01001302 ","Wales ","Merthyr Tydfil 006B ",26,35.8,25.9,82,96,296,7.2,8.5,10.4
"W01001303 ","Wales ","Merthyr Tydfil 006C ",37,62.3,42.6,77,89,288,11.8,9.1,10.8
"W01001304 ","Wales ","Merthyr Tydfil 006D ",19,27.4,17.8,83,100,242,10.3,8.8,8
"W01001305 ","Wales ","Merthyr Tydfil 003C ",17,12.2,12.1,84,104,471,6.2,7.6,8.1
"W01001306 ","Wales ","Merthyr Tydfil 003D ",15,17.2,12.8,83,109,425,1.8,6.4,5.9
"W01001307 ","Wales ","Merthyr Tydfil 004C ",31,27.5,28.9,83,100,351,9.3,8.8,9
"W01001308 ","Wales ","Merthyr Tydfil 008D ",37,70.7,54.2,71,88,324,11.7,10.6,12.5
"W01001309 ","Wales ","Merthyr Tydfil 008E ",30,41.2,32.2,76,88,365,13.1,7.4,9.2
"W01001310 ","Wales ","Merthyr Tydfil 002E ",18,15.4,14,84,100,406,8.2,7.1,7.9
"W01001311 ","Wales ","Merthyr Tydfil 002F ",21,29.5,23.3,80,94,328,6.7,8,9.7
"W01001312 ","Wales ","Merthyr Tydfil 006E ",23,34.7,24.5,82,100,300,6.6,7.6,7.3
"W01001313 ","Wales ","Merthyr Tydfil 006F ",21,26.4,20.9,85,99,336,6,7.6,7.3
"W01001314 ","Wales ","Merthyr Tydfil 005A ",18,28.8,19.4,83,102,377,4.1,6.9,8.1
"W01001315 ","Wales ","Merthyr Tydfil 004D ",28,28.6,26.1,81,101,382,6.5,8.6,8.5
"W01001316 ","Wales ","Merthyr Tydfil 005B ",14,17.4,12.7,88,103,409,7.6,6.5,6.3
"W01001317 ","Wales ","Merthyr Tydfil 005C ",23,27.3,21.4,79,99,376,7.2,6.9,8.8
"W01001318 ","Wales ","Merthyr Tydfil 005D ",17,18.1,13.8,87,101,424,3.4,6.7,7.4
"W01001319 ","Wales ","Merthyr Tydfil 007B ",11,9.2,8.3,85,107,406,5.6,6.4,5.4
"W01001320 ","Wales ","Merthyr Tydfil 007C ",20,30,20,75,101,311,3.2,7,8.8
"W01001321 ","Wales ","Merthyr Tydfil 007D ",23,35.3,26.3,75,96,299,4.1,7.5,8.5
"W01001322 ","Wales ","Merthyr Tydfil 007E ",20,28.3,20.1,76,92,275,7.7,7.8,9.6
"W01001323 ","Wales ","Merthyr Tydfil 001F ",23,27.4,22.2,81,99,305,6.1,9.1,9.3
"W01001324 ","Wales ","Merthyr Tydfil 003E ",17,17.6,15,87,102,418,4.4,7.6,7.1
"W01001325 ","Wales ","Caerphilly 003A ",29,40.8,30.9,77,89,343,8,8.5,10.4
"W01001326 ","Wales ","Caerphilly 003B ",28,39.8,28.8,80,94,352,6.4,9.2,12
"W01001327 ","Wales ","Caerphilly 014A ",14,20.2,14.2,87,104,384,5,6.8,8.2
"W01001328 ","Wales ","Caerphilly 014B ",19,33,21.8,79,96,374,4.6,8.3,10.3
"W01001329 ","Wales ","Caerphilly 014C ",18,28.2,19.2,84,100,358,4,7.1,10.1
"W01001330 ","Wales ","Caerphilly 018A ",18,33.7,23,81,91,320,4.5,7.9,9.6
"W01001331 ","Wales ","Caerphilly 018B ",21,35.3,26,78,97,343,5.6,8.9,9.9
"W01001332 ","Wales ","Caerphilly 018C ",26,41.4,29.7,83,95,332,6.1,8.5,10.6
"W01001333 ","Wales ","Caerphilly 018D ",24,42.2,31.3,78,97,285,5.9,8.8,11.3
"W01001334 ","Wales ","Caerphilly 005A ",27,46.7,33.9,78,94,307,5.1,8.9,10.3
"W01001335 ","Wales ","Caerphilly 005B ",20,30,20.7,76,101,384,4.7,7.1,9
"W01001336 ","Wales ","Caerphilly 004A ",26,30.9,23.8,87,96,428,6.3,7.6,8.6
"W01001337 ","Wales ","Caerphilly 004B ",19,30.5,20.7,85,100,429,8.9,7.4,8.4
"W01001338 ","Wales ","Caerphilly 004C ",23,34.4,24,82,97,357,7.4,8.5,8.9
"W01001339 ","Wales ","Caerphilly 004D ",41,67.3,47.1,79,89,350,8.2,8.5,11.1
"W01001340 ","Wales ","Caerphilly 020A ",9,7.8,7.7,86,101,459,5.8,5.7,6
"W01001341 ","Wales ","Caerphilly 020B ",27,47.8,32.2,83,95,377,9.6,7.9,10.3
"W01001342 ","Wales ","Caerphilly 021A ",8,12.3,10.7,85,102,437,2.8,4.9,7
"W01001343 ","Wales ","Caerphilly 021B ",10,13.5,10.5,89,106,475,3.5,5.9,6.2
"W01001344 ","Wales ","Caerphilly 020C ",14,21.7,16.3,85,103,452,4,5.6,7.3
"W01001345 ","Wales ","Caerphilly 021C ",34,66.3,51.2,80,86,268,9.1,8.3,12.3
"W01001346 ","Wales ","Caerphilly 020D ",16,20.6,18.2,84,100,404,3.8,6.2,8.4
"W01001347 ","Wales ","Caerphilly 005C ",15,18.8,15.6,85,105,411,8.3,6.7,6.9
"W01001348 ","Wales ","Caerphilly 009A ",24,38.2,31.7,78,94,322,6.6,7.9,10
"W01001349 ","Wales ","Caerphilly 009B ",8,9.1,7.9,86,107,439,7.2,5.9,6.4
"W01001350 ","Wales ","Caerphilly 009C ",16,31.5,19.7,83,101,401,9,6.4,7.8
"W01001351 ","Wales ","Caerphilly 005D ",9,6.9,7.6,88,107,418,7.2,5.8,6.2
"W01001352 ","Wales ","Caerphilly 007A ",26,38.6,29.2,78,98,325,7.7,7.6,8.3
"W01001353 ","Wales ","Caerphilly 007B ",21,41.8,23.1,81,99,373,10,7.4,7.3
"W01001354 ","Wales ","Caerphilly 014D ",14,23.2,16,84,105,398,4.7,6.7,8.1
"W01001355 ","Wales ","Caerphilly 015A ",21,21,21.2,86,102,405,6.5,6.4,8.7
"W01001356 ","Wales ","Caerphilly 006A ",11,10.2,9.6,82,111,397,5.2,6,6.2
"W01001357 ","Wales ","Caerphilly 006B ",12,13.1,11.7,83,108,487,8.4,6,7
"W01001358 ","Wales ","Caerphilly 006C ",26,43.9,29.7,78,97,379,8.2,8.5,10.9
"W01001359 ","Wales ","Caerphilly 006D ",15,17.7,14.3,85,107,382,8.4,7.4,8.4
"W01001360 ","Wales ","Caerphilly 002A ",18,33.2,19.7,83,99,385,2.4,7.6,8.6
"W01001361 ","Wales ","Caerphilly 002B ",29,43.8,30.8,83,95,280,9.4,8.7,10.2
"W01001362 ","Wales ","Caerphilly 003C ",22,25.1,20.9,79,98,428,7.7,7.1,9.5
"W01001363 ","Wales ","Caerphilly 012A ",18,33.4,23.6,81,93,349,5.6,7.8,10.6
"W01001364 ","Wales ","Caerphilly 012B ",30,51.7,38.7,80,88,302,6.1,9.2,12.4
"W01001365 ","Wales ","Caerphilly 012C ",21,29,22.9,84,95,408,3.6,8.2,11.5
"W01001366 ","Wales ","Caerphilly 019A ",14,25,15.4,84,96,397,5.9,6.9,8.3
"W01001367 ","Wales ","Caerphilly 019B ",15,24.6,18.5,82,101,412,4.2,6.9,8.7
"W01001368 ","Wales ","Caerphilly 019C ",20,35.1,27.2,81,100,384,3.8,8.3,10.6
"W01001369 ","Wales ","Caerphilly 012D ",16,21.7,16.7,83,104,411,3.3,6.9,9
"W01001370 ","Wales ","Caerphilly 023A ",14,20.4,17.1,82,99,397,5.3,6.5,10.5
"W01001371 ","Wales ","Caerphilly 022A ",24,40.7,31.3,82,94,296,6.8,8,13.3
"W01001372 ","Wales ","Caerphilly 022B ",12,24.3,14.2,84,100,413,6.3,7,10.4
"W01001373 ","Wales ","Caerphilly 022C ",15,21.6,15.8,85,103,367,5.5,6.6,10.2
"W01001374 ","Wales ","Caerphilly 001A ",22,36.2,24.8,81,98,325,12.1,7.1,9.1
"W01001375 ","Wales ","Caerphilly 001B ",28,29.9,26,82,98,373,4.9,7.7,8.4
"W01001376 ","Wales ","Caerphilly 001C ",35,57.1,40.6,79,90,288,7.7,8.7,11.1
"W01001377 ","Wales ","Caerphilly 013A ",17,17.5,11,84,101,411,7.8,6.4,8.5
"W01001378 ","Wales ","Caerphilly 013B ",20,28.8,23.7,81,92,327,6.3,8.8,11.1
"W01001379 ","Wales ","Caerphilly 013C ",12,22.3,14.8,84,98,419,3.3,7.1,7.9
"W01001380 ","Wales ","Caerphilly 010A ",14,15.7,13,83,110,394,7.5,6.6,6.9
"W01001381 ","Wales ","Caerphilly 010B ",28,52.7,35.9,72,90,280,6.8,7.5,13.1
"W01001382 ","Wales ","Caerphilly 010C ",15,18.3,14.4,86,111,422,4.5,6.5,7.8
"W01001383 ","Wales ","Caerphilly 010D ",17,22.9,17.7,83,105,336,2,7.1,12.3
"W01001384 ","Wales ","Caerphilly 002C ",23,24.2,22.6,80,98,372,9,8.1,9.3
"W01001385 ","Wales ","Caerphilly 002D ",25,33.1,25.2,79,96,343,7.3,9,8.8
"W01001386 ","Wales ","Caerphilly 002E ",33,51.7,39.3,75,92,267,10.3,10.7,14.6
"W01001387 ","Wales ","Caerphilly 007C ",26,41,29.3,82,96,360,6.2,9.8,11.5
"W01001388 ","Wales ","Caerphilly 007D ",21,44.9,30.6,83,97,345,6.7,7.5,9.3
"W01001389 ","Wales ","Caerphilly 007E ",18,20.7,16.3,82,104,403,3.7,6.8,8.1
"W01001390 ","Wales ","Caerphilly 006E ",9,11,7.2,86,109,463,3,6.1,6.5
"W01001391 ","Wales ","Caerphilly 006F ",16,22.3,16.1,77,102,394,3.5,6.8,8.4
"W01001392 ","Wales ","Caerphilly 009D ",12,8.8,8.5,83,102,459,6.2,5.6,6.7
"W01001393 ","Wales ","Caerphilly 019D ",21,33.3,23.5,82,92,321,6.3,8.3,11.6
"W01001394 ","Wales ","Caerphilly 023B ",7,9.8,6.8,83,102,388,8,5.5,6.2
"W01001395 ","Wales ","Caerphilly 023C ",17,31.4,23.6,81,103,375,5.7,6.6,9.7
"W01001396 ","Wales ","Caerphilly 023D ",26,51.2,37,79,96,289,5.1,10.3,12
"W01001397 ","Wales ","Caerphilly 019E ",14,22.5,15.9,83,96,370,2.2,7.1,8.7
"W01001398 ","Wales ","Caerphilly 024A ",7,12.3,7.9,82,110,440,4.5,5.6,7.1
"W01001399 ","Wales ","Caerphilly 023E ",12,10.7,11.8,81,101,427,2.8,7.3,9.3
"W01001400 ","Wales ","Caerphilly 019F ",29,57.7,39.5,76,87,256,6.7,9.3,13.5
"W01001401 ","Wales ","Caerphilly 011A ",19,28.8,23.1,83,98,335,3.9,7.6,9.4
"W01001402 ","Wales ","Caerphilly 011B ",23,39.5,31,79,97,299,5.6,7.6,10.9
"W01001403 ","Wales ","Caerphilly 011C ",16,17.3,15.6,81,100,357,7.2,6.6,8.7
"W01001404 ","Wales ","Caerphilly 011D ",10,6.3,6.6,84,109,451,1.7,5.1,5.3
"W01001405 ","Wales ","Caerphilly 011E ",18,36.3,24.6,79,98,353,3.8,8.2,10
"W01001406 ","Wales ","Caerphilly 001D ",28,33.4,26.3,83,95,331,7.6,6.9,9.7
"W01001407 ","Wales ","Caerphilly 016A ",11,20.4,12.3,81,103,430,10.1,6.9,8
"W01001408 ","Wales ","Caerphilly 016B ",20,42.5,29.7,79,99,344,8.6,7.7,9.2
"W01001409 ","Wales ","Caerphilly 016C ",12,25.2,13.1,81,104,405,1.6,5.6,7.6
"W01001410 ","Wales ","Caerphilly 016D ",21,24,18.5,81,99,361,7.9,7.2,8.7
"W01001411 ","Wales ","Caerphilly 017A ",17,23.7,19.7,81,100,417,7.6,6.6,8.5
"W01001412 ","Wales ","Caerphilly 017B ",17,33.1,18.7,81,103,408,5.7,5.6,8.7
"W01001413 ","Wales ","Caerphilly 017C ",19,22.4,19.4,81,100,405,4.5,6.7,7.7
"W01001414 ","Wales ","Caerphilly 008A ",30,39.2,30.2,83,92,348,5.6,7.9,11.6
"W01001415 ","Wales ","Caerphilly 008B ",19,19.7,18.2,85,101,361,3.5,7.7,10
"W01001416 ","Wales ","Caerphilly 008C ",17,26.4,17.9,82,101,377,6.4,7.5,9.9
"W01001417 ","Wales ","Caerphilly 008D ",11,16.3,9.9,82,101,420,3.3,6.9,7.6
"W01001418 ","Wales ","Caerphilly 008E ",25,33.8,25.2,76,97,390,3.7,7.6,11.8
"W01001419 ","Wales ","Caerphilly 021D ",12,16.8,13.1,84,104,436,3.9,6.1,9.5
"W01001420 ","Wales ","Caerphilly 022D ",10,17.9,11.1,83,109,538,6.1,6.3,7.5
"W01001421 ","Wales ","Caerphilly 022E ",40,63.5,53,72,93,265,9.2,9.4,17.3
"W01001422 ","Wales ","Caerphilly 022F ",35,62.2,38.8,77,97,263,8.1,9.6,14.9
"W01001423 ","Wales ","Caerphilly 024B ",10,8.4,7.1,86,111,463,2.4,4.8,8.4
"W01001424 ","Wales ","Caerphilly 024C ",15,23.9,21.9,89,105,387,3.9,5.7,10.1
"W01001425 ","Wales ","Caerphilly 024D ",11,16.1,12.2,87,113,473,3.6,5.3,9.2
"W01001426 ","Wales ","Caerphilly 024E ",8,5.8,5.5,90,109,444,2.2,5.2,6.6
"W01001427 ","Wales ","Caerphilly 024F ",5,4.6,3.9,88,111,483,2.8,4.7,7
"W01001428 ","Wales ","Caerphilly 001E ",44,68.3,53.4,76,90,237,6.1,11.4,14.5
"W01001429 ","Wales ","Caerphilly 001F ",23,19.1,17.1,81,93,385,4.2,6.9,9.2
"W01001430 ","Wales ","Caerphilly 015B ",16,34.1,23.4,82,99,292,7.5,7.1,9.4
"W01001431 ","Wales ","Caerphilly 015C ",17,18.4,16.1,85,95,361,3.7,6.8,7.7
"W01001432 ","Wales ","Caerphilly 013D ",17,20.9,16.3,77,93,377,2.2,7.4,9.6
"W01001433 ","Wales ","Caerphilly 013E ",18,21.5,16.3,84,101,441,5,5.9,8.4
"W01001434 ","Wales ","Caerphilly 013F ",8,4.3,5.3,86,106,463,5.3,6,6.2
"W01001435 ","Wales ","Blaenau Gwent 008A ",20,35.4,22.1,79,97,379,4.6,8.6,7.9
"W01001436 ","Wales ","Blaenau Gwent 008B ",25,36.4,25.3,82,101,386,10.7,8.4,8
"W01001437 ","Wales ","Blaenau Gwent 008C ",19,24.7,17,82,96,367,4,7.8,7.3
"W01001438 ","Wales ","Blaenau Gwent 004A ",18,23.7,19.8,88,104,384,2.9,6.6,7.7
"W01001439 ","Wales ","Blaenau Gwent 004B ",14,13.4,12.1,84,96,391,6,5.6,8.6
"W01001440 ","Wales ","Blaenau Gwent 001A ",22,33.4,22.2,78,98,387,4.3,6.5,9.6
"W01001441 ","Wales ","Blaenau Gwent 001B ",31,46.8,34.6,76,99,334,4.3,9.1,10.4
"W01001442 ","Wales ","Blaenau Gwent 001C ",13,15.6,12.7,86,104,414,6.9,5.7,5.9
"W01001443 ","Wales ","Blaenau Gwent 005A ",27,33.1,25.5,73,94,331,5.4,7.8,8.9
"W01001444 ","Wales ","Blaenau Gwent 005B ",21,36,24.7,78,96,322,6.7,7.5,10
"W01001445 ","Wales ","Blaenau Gwent 005C ",20,37.6,23.2,82,96,289,8.5,7.4,9.8
"W01001446 ","Wales ","Blaenau Gwent 002A ",13,17,15.6,82,105,466,2,6.7,10.3
"W01001447 ","Wales ","Blaenau Gwent 002B ",27,45.4,33.4,76,92,324,7.2,9.2,13.4
"W01001448 ","Wales ","Blaenau Gwent 002C ",18,13.5,15.5,87,103,318,7,7.1,9.6
"W01001449 ","Wales ","Blaenau Gwent 002D ",23,18.4,21.2,82,95,397,7.6,7.2,10.8
"W01001450 ","Wales ","Blaenau Gwent 007A ",22,23.2,20.1,84,91,342,5.1,7.9,9.2
"W01001451 ","Wales ","Blaenau Gwent 007B ",23,37.1,26.3,69,92,352,8.3,9,9
"W01001452 ","Wales ","Blaenau Gwent 007C ",14,22.4,14.7,86,107,418,7.2,5.8,7
"W01001453 ","Wales ","Blaenau Gwent 008D ",27,48.9,34.1,79,91,240,9.2,6.9,8.7
"W01001454 ","Wales ","Blaenau Gwent 008E ",19,30.2,22.5,82,96,282,8.8,8.9,7.9
"W01001455 ","Wales ","Blaenau Gwent 008F ",23,32.6,25.8,82,97,351,9.9,7,7.8
"W01001456 ","Wales ","Blaenau Gwent 004C ",25,41.4,28.3,76,99,329,7.3,6.9,9.1
"W01001457 ","Wales ","Blaenau Gwent 004D ",33,71.6,44.9,74,84,243,8.5,8.8,11.4
"W01001458 ","Wales ","Blaenau Gwent 004E ",15,19.1,14.4,85,96,372,5.5,7.2,8
"W01001459 ","Wales ","Blaenau Gwent 007D ",31,50.2,35.7,78,95,295,12.8,7.5,11.5
"W01001460 ","Wales ","Blaenau Gwent 007E ",20,15.8,17.9,86,103,333,5.6,7.8,10.4
"W01001461 ","Wales ","Blaenau Gwent 007F ",23,38.5,26.8,80,95,307,6.8,7.8,11.3
"W01001462 ","Wales ","Blaenau Gwent 006A ",20,20.9,20.4,81,103,330,8,7.3,8.2
"W01001463 ","Wales ","Blaenau Gwent 006B ",16,22.2,15.4,79,103,351,9.1,6,8
"W01001464 ","Wales ","Blaenau Gwent 009A ",30,37.8,31.7,78,100,319,8.6,8.5,8.8
"W01001465 ","Wales ","Blaenau Gwent 009B ",26,37.5,28.9,76,99,320,9.8,8.2,9.6
"W01001466 ","Wales ","Blaenau Gwent 009C ",24,39.9,25.7,77,95,322,6.4,7.4,12
"W01001467 ","Wales ","Blaenau Gwent 005D ",24,36.8,29.5,79,94,287,10.5,10,11.8
"W01001468 ","Wales ","Blaenau Gwent 005E ",25,26.9,23.5,78,95,291,6.4,7.9,10.5
"W01001469 ","Wales ","Blaenau Gwent 005F ",29,47.7,34,78,85,262,6.6,9.2,9.3
"W01001470 ","Wales ","Blaenau Gwent 001D ",16,28.9,16.2,79,100,364,4.6,5.5,6.6
"W01001471 ","Wales ","Blaenau Gwent 001E ",28,47.3,34.5,75,100,339,7.3,9.2,9.9
"W01001472 ","Wales ","Blaenau Gwent 003A ",16,11.3,13.1,84,108,417,5.6,6.3,6.1
"W01001473 ","Wales ","Blaenau Gwent 003B ",39,64,46.1,71,93,259,10.2,10.9,15.4
"W01001474 ","Wales ","Blaenau Gwent 003C ",24,42,24.6,79,94,300,7.2,6.3,8.9
"W01001475 ","Wales ","Blaenau Gwent 003D ",21,15.8,16.2,81,95,364,7.5,6.6,11.3
"W01001476 ","Wales ","Blaenau Gwent 009D ",26,36.3,29.2,72,98,313,9.5,10.7,8
"W01001477 ","Wales ","Blaenau Gwent 009E ",16,26.3,17.5,87,106,368,5.4,7.6,7.7
"W01001478 ","Wales ","Blaenau Gwent 006C ",17,25.7,17.3,75,101,325,6.5,6.9,8.6
"W01001479 ","Wales ","Blaenau Gwent 006D ",36,58.6,45.2,72,92,236,13.8,11.2,12.7
"W01001480 ","Wales ","Blaenau Gwent 003E ",36,43.6,37.2,79,100,301,9.5,6.9,10.5
"W01001481 ","Wales ","Blaenau Gwent 006E ",28,27.4,24.6,79,95,357,6.5,6.5,9.6
"W01001482 ","Wales ","Torfaen 002A ",25,35.8,28.4,79,94,297,8.5,7.7,10.7
"W01001483 ","Wales ","Torfaen 002B ",24,40.8,29.1,84,98,301,5,8.1,9.3
"W01001484 ","Wales ","Torfaen 002C ",15,21.3,15.7,87,108,390,6.4,7.4,7.8
"W01001485 ","Wales ","Torfaen 002D ",22,33.6,23.5,84,102,331,4.2,8.6,10
"W01001486 ","Wales ","Torfaen 002E ",18,27.8,19.2,83,101,359,6.9,6.7,9.9
"W01001487 ","Wales ","Torfaen 001A ",16,28.6,19.8,85,103,406,6.9,7.2,8.8
"W01001488 ","Wales ","Torfaen 001B ",27,45.3,33.5,82,91,289,12.7,8.1,11.5
"W01001489 ","Wales ","Torfaen 001C ",19,33.9,23.7,80,101,388,5.3,8.2,8.7
"W01001490 ","Wales ","Torfaen 001D ",12,24.5,13.9,86,102,338,3.2,7.5,8.2
"W01001491 ","Wales ","Torfaen 004A ",21,32.5,22.5,83,94,348,4.2,8.8,11
"W01001492 ","Wales ","Torfaen 012A ",12,22,14.6,86,101,410,4.6,6.9,8.1
"W01001493 ","Wales ","Torfaen 008A ",15,17.6,17,81,104,321,3.3,5.8,11.3
"W01001494 ","Wales ","Torfaen 008B ",10,15.3,10.8,82,104,380,7.3,5.1,7.9
"W01001495 ","Wales ","Torfaen 008C ",9,11.6,9.9,86,107,407,2.3,6,8.3
"W01001496 ","Wales ","Torfaen 004B ",25,64.3,33.6,85,100,360,7.9,10.6,11.2
"W01001497 ","Wales ","Torfaen 011A ",19,35.8,24.2,84,92,367,5.7,7.2,11.5
"W01001498 ","Wales ","Torfaen 011B ",19,45.8,29.4,83,92,382,8,7.9,10
"W01001499 ","Wales ","Torfaen 011C ",12,23.3,16.2,83,99,397,5.9,8.1,9.5
"W01001500 ","Wales ","Torfaen 011D ",7,6.1,5.7,88,107,462,4.1,5.4,6.6
"W01001501 ","Wales ","Torfaen 009A ",19,37.4,28.6,80,92,302,10.5,7.8,13.1
"W01001502 ","Wales ","Torfaen 011E ",9,12.7,8.9,86,105,505,6.8,6.1,7.2
"W01001503 ","Wales ","Torfaen 009B ",19,40.8,28.5,78,96,378,8.6,8.6,10.7
"W01001504 ","Wales ","Torfaen 013A ",19,25.2,19.1,81,101,387,4.5,6,8.8
"W01001505 ","Wales ","Torfaen 013B ",8,8.7,9.8,88,99,381,2.7,5.8,7.7
"W01001506 ","Wales ","Torfaen 010A ",27,22.8,22.8,81,101,371,8.6,6.4,9.7
"W01001507 ","Wales ","Torfaen 008D ",12,14.2,12.8,83,107,388,3.5,5.4,8.6
"W01001508 ","Wales ","Torfaen 013C ",10,11.7,8,87,114,455,6.6,5.6,6.2
"W01001509 ","Wales ","Torfaen 013D ",5,3.2,4.9,87,119,470,7.2,4.4,5.4
"W01001510 ","Wales ","Torfaen 005A ",13,24.2,15,86,103,429,0.7,8,9.4
"W01001511 ","Wales ","Torfaen 005B ",15,23.3,16.4,84,99,357,5.2,7,8.3
"W01001512 ","Wales ","Torfaen 005C ",6,4.4,3.5,95,110,472,4.3,4.6,4.8
"W01001513 ","Wales ","Torfaen 005D ",7,4.2,4,88,111,445,2.6,6.5,6.4
"W01001514 ","Wales ","Torfaen 006A ",9,11,8.5,88,111,393,7.1,5.6,6.7
"W01001515 ","Wales ","Torfaen 006B ",12,16.7,11.9,84,107,407,4.9,7,8.1
"W01001516 ","Wales ","Torfaen 006C ",19,24.4,21.5,79,98,361,6.3,5.8,10.2
"W01001517 ","Wales ","Torfaen 006D ",7,7.8,8.6,86,107,456,7.1,5.3,7.6
"W01001518 ","Wales ","Torfaen 006E ",8,14.8,8.9,89,106,420,2.7,5.6,8.1
"W01001519 ","Wales ","Torfaen 007A ",28,45.5,32.7,80,100,297,6.9,6.6,12.8
"W01001520 ","Wales ","Torfaen 007B ",14,19.8,15.1,85,108,371,2.7,6.7,8.9
"W01001521 ","Wales ","Torfaen 007C ",15,29.3,20,86,98,340,5.5,6,10
"W01001522 ","Wales ","Torfaen 007D ",19,22.9,22.8,83,102,319,8.5,7,11.2
"W01001523 ","Wales ","Torfaen 004C ",18,30.9,20.6,83,101,378,5.1,7.3,11
"W01001524 ","Wales ","Torfaen 004D ",18,26.3,19.9,86,101,394,2.9,7.4,8.8
"W01001525 ","Wales ","Torfaen 003A ",24,38.7,27.3,81,96,320,4.7,7.8,12.7
"W01001526 ","Wales ","Torfaen 010B ",26,43.2,32.1,81,94,304,8.1,7.1,11.2
"W01001527 ","Wales ","Torfaen 010C ",22,30,24.4,86,98,255,7.9,6.6,13.2
"W01001528 ","Wales ","Torfaen 010D ",17,40.5,23.5,83,102,359,7.6,6.8,9.7
"W01001529 ","Wales ","Torfaen 003B ",21,24.6,21.9,82,100,361,6.7,7.8,10.4
"W01001530 ","Wales ","Torfaen 003C ",31,55.7,42.9,78,92,277,6.8,9.2,13.4
"W01001531 ","Wales ","Torfaen 003D ",21,32,23.7,84,99,325,6.8,7.3,9.8
"W01001532 ","Wales ","Torfaen 010E ",22,35.5,26.5,82,97,307,7.4,7.6,10
"W01001533 ","Wales ","Torfaen 012B ",6,5.3,5.9,90,107,494,7,5.3,5.9
"W01001534 ","Wales ","Torfaen 012C ",14,19,14,83,99,368,5.6,7.3,8.4
"W01001535 ","Wales ","Torfaen 012D ",11,24.8,14,86,96,414,1.6,6.6,8.6
"W01001536 ","Wales ","Torfaen 009C ",24,54.6,39.4,75,93,297,9.8,9.8,13.4
"W01001537 ","Wales ","Torfaen 007E ",11,9.4,9.6,86,103,365,3.6,5.6,10.4
"W01001538 ","Wales ","Torfaen 009D ",21,45.9,32,83,99,315,7.9,7.5,12
"W01001539 ","Wales ","Torfaen 009E ",18,34.2,22.7,76,98,285,4.5,7.8,11.6
"W01001540 ","Wales ","Torfaen 004E ",12,14.2,12.6,86,105,409,6.6,6,8.6
"W01001541 ","Wales ","Torfaen 004F ",16,29,17.6,83,101,372,6.3,7.3,10.1
"W01001542 ","Wales ","Monmouthshire 009A ",6,6.7,6.4,88,113,393,2.9,5,7
"W01001543 ","Wales ","Monmouthshire 009B ",5,7.9,5.7,87,109,406,1.4,5.7,6.7
"W01001544 ","Wales ","Monmouthshire 010A ",13,18.4,16,86,96,348,7.4,6.7,8.2
"W01001545 ","Wales ","Monmouthshire 001A ",7,3.7,6.1,91,111,471,2.9,4.1,6.3
"W01001546 ","Wales ","Monmouthshire 002A ",20,38.1,29.1,79,100,304,6.7,6.9,11.2
"W01001547 ","Wales ","Monmouthshire 002B ",17,26.6,20.4,84,101,338,8.8,6.4,9.2
"W01001548 ","Wales ","Monmouthshire 001B ",7,12.5,8.1,87,110,443,3.9,4.9,6.6
"W01001549 ","Wales ","Monmouthshire 007A ",5,10.8,6.8,87,112,451,2,5.2,6
"W01001550 ","Wales ","Monmouthshire 010B ",16,28.8,21.3,84,96,368,6.9,7.4,11.1
"W01001551 ","Wales ","Monmouthshire 010C ",17,26.5,20.6,82,96,334,4.9,7,9.6
"W01001552 ","Wales ","Monmouthshire 004A ",5,5.3,3.9,87,115,493,1.6,5.4,5.7
"W01001553 ","Wales ","Monmouthshire 004B ",11,14.3,11.9,83,109,415,3.7,5.8,7.9
"W01001554 ","Wales ","Monmouthshire 004C ",8,3.4,8.1,95,115,463,2,4.7,8.2
"W01001555 ","Wales ","Monmouthshire 006A ",4,3.6,3.3,87,118,482,5.1,5,6.3
