la,ONS Name,LSOA Name,LSOA Code,Income domain_Child Index 2011,fsPhase1,fsPhase2,Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011,...2,...3,employment-related benefits (% of working-age population) (1),deprivation,income-related benefits (% of population) (3),Key Stage 2 mean points score (4),Key Stage 3 mean points score (4),Key Stage 4 mean points score (5),low birth weight (% of live singleton babies) (6),Primary School absence rate (% of half day sessions missed) (7),Secondary School absence rate (% of half day sessions missed) (8),k
Cardiff,021D,Whitchurch and Tongwynlais 4,W01001890,4.3,FALSE,FALSE,7.8,7.4,0.5,18.4,34.3,12,4.4,Wales,Cardiff 021D,7,9.7,7.5,86,108,449,3,6.4,7.9,-44.75
Cardiff,020C,Whitchurch and Tongwynlais 5,W01001891,17.7,FALSE,FALSE,15.8,7,21.8,28.9,32,2.8,9.3,Wales,Cardiff 020C,11,23,16.8,88,106,417,7.6,5.3,8.2,-31.45
Cardiff,020D,Whitchurch and Tongwynlais 6,W01001892,2,FALSE,FALSE,5.7,2.8,0,7.7,32.6,14.9,3,Wales,Cardiff 020D,6,6.7,4.7,89,107,474,NA,4.2,6.9,-47.75
Cardiff,010B,Whitchurch and Tongwynlais 7,W01001893,18.1,FALSE,FALSE,18.6,9.5,14.1,20,53.5,21.8,17,Wales,Cardiff 010B,11,23.5,15.5,82,107,398,5.2,5.5,8.1,-30.95
Cardiff,010C,Whitchurch and Tongwynlais 8,W01001894,4,FALSE,FALSE,9.7,6.7,6.7,2.6,56.5,19,1.1,Wales,Cardiff 010C,7,9.3,6.4,88,104,420,5.7,4.6,8,-45.150000000000006
Cardiff,010D,Whitchurch and Tongwynlais 9,W01001895,18.1,FALSE,FALSE,19.9,10.4,25.4,14.9,49.1,14.9,27.7,Wales,Cardiff 010D,28,23.4,23.8,82,102,425,7.6,5.2,7.3,-31.05
Cardiff,020E,Whitchurch and Tongwynlais 10,W01001896,0.8,FALSE,FALSE,5.3,1.3,10.8,9.8,33.1,2,1.9,Wales,Cardiff 020E,5,4.5,4.5,93,110,461,3.5,4.2,6.1,-49.95
Caerphilly,003A,Aberbargoed 1,W01001325,41.4,FALSE,FALSE,34,53.4,32,31.5,10.6,13.9,8.3,Wales,Caerphilly 003A,29,40.8,30.9,77,89,343,8,8.5,10.4,-0.95
Caerphilly,003B,Aberbargoed 2,W01001326,39.8,FALSE,FALSE,34.8,48.8,32.6,48.3,26.5,7.5,21.7,Wales,Caerphilly 003B,28,39.8,28.8,80,94,352,6.4,9.2,12,-1.95
Caerphilly,014A,Abercarn 1,W01001327,14.6,FALSE,FALSE,16.5,11.9,28.2,23.4,21.3,6.5,15,Wales,Caerphilly 014A,14,20.2,14.2,87,104,384,5,6.8,8.2,-21.549999999999997
Caerphilly,014B,Abercarn 2,W01001328,30.2,FALSE,FALSE,23.1,33.9,17.7,22.4,22.8,5.1,3.4,Wales,Caerphilly 014B,19,33,21.8,79,96,374,4.6,8.3,10.3,-8.749999999999996
Caerphilly,014C,Abercarn 3,W01001329,23.7,FALSE,FALSE,19,21.2,14.6,20.6,27.9,5.8,14.8,Wales,Caerphilly 014C,18,28.2,19.2,84,100,358,4,7.1,10.1,-13.549999999999997
Caerphilly,018A,Aber Valley 1,W01001330,32.1,FALSE,FALSE,27.3,44.1,25.1,16.1,4.5,17.2,13.5,Wales,Caerphilly 018A,18,33.7,23,81,91,320,4.5,7.9,9.6,-8.049999999999994
Caerphilly,018B,Aber Valley 2,W01001331,34,FALSE,FALSE,29.1,37.4,23.2,29.8,4.1,20.6,35.7,Wales,Caerphilly 018B,21,35.3,26,78,97,343,5.6,8.9,9.9,-6.45
Caerphilly,018C,Aber Valley 3,W01001332,42.3,FALSE,FALSE,36.4,36.6,47.8,29,4.2,29.2,24.3,Wales,Caerphilly 018C,26,41.4,29.7,83,95,332,6.1,8.5,10.6,-0.3499999999999986
Caerphilly,018D,Aber Valley 4,W01001333,43.7,FALSE,TRUE,36.4,49.2,37.7,34.8,2.7,19.9,23.7,Wales,Caerphilly 018D,24,42.2,31.3,78,97,285,5.9,8.8,11.3,0.4500000000000057
Caerphilly,005A,Argoed (Caerphilly) 1,W01001334,50.7,FALSE,TRUE,31.7,47.4,14.5,38.2,0.7,3.2,7.5,Wales,Caerphilly 005A,27,46.7,33.9,78,94,307,5.1,8.9,10.3,4.9500000000000055
Caerphilly,005B,Argoed (Caerphilly) 2,W01001335,26.4,FALSE,FALSE,24,23.5,8,45.5,3.8,41.6,19.7,Wales,Caerphilly 005B,20,30,20.7,76,101,384,4.7,7.1,9,-11.749999999999996
Caerphilly,004A,Bargoed 1,W01001336,27.6,FALSE,FALSE,22.9,19.3,31.2,28.7,13.4,6.6,18.1,Wales,Caerphilly 004A,26,30.9,23.8,87,96,428,6.3,7.6,8.6,-10.849999999999998
Caerphilly,004B,Bargoed 2,W01001337,27.3,FALSE,FALSE,23.2,15.7,39.2,32.6,26.8,3.5,2.8,Wales,Caerphilly 004B,19,30.5,20.7,85,100,429,8.9,7.4,8.4,-11.249999999999996
Caerphilly,004C,Bargoed 3,W01001338,32.9,FALSE,FALSE,27.3,31,33.7,44.1,10.3,4.5,12.7,Wales,Caerphilly 004C,23,34.4,24,82,97,357,7.4,8.5,8.9,-7.349999999999999
Caerphilly,004D,Bargoed 4,W01001339,88,TRUE,FALSE,60.9,53.6,77.6,68.7,7.3,6.7,32.2,Wales,Caerphilly 004D,41,67.3,47.1,79,89,350,8.2,8.5,11.1,25.55
Caerphilly,020A,"Bedwas, Trethomas and Machen 1",W01001340,2.8,FALSE,FALSE,8.7,6.7,17.5,5.6,8.9,20.4,3.6,Wales,Caerphilly 020A,9,7.8,7.7,86,101,459,5.8,5.7,6,-33.95
Caerphilly,020B,"Bedwas, Trethomas and Machen 2",W01001341,53.2,FALSE,TRUE,34.5,34.3,44.6,16.2,11.2,0.4,7.9,Wales,Caerphilly 020B,27,47.8,32.2,83,95,377,9.6,7.9,10.3,6.05
Caerphilly,021A,"Bedwas, Trethomas and Machen 3",W01001342,6.6,FALSE,FALSE,8.7,7.8,6.6,11.4,20.9,12,7.9,Wales,Caerphilly 021A,8,12.3,10.7,85,102,437,2.8,4.9,7,-29.449999999999996
Caerphilly,021B,"Bedwas, Trethomas and Machen 4",W01001343,7.5,FALSE,FALSE,9.6,4.3,9.7,7.3,14.4,25,2.7,Wales,Caerphilly 021B,10,13.5,10.5,89,106,475,3.5,5.9,6.2,-28.249999999999996
Caerphilly,020C,"Bedwas, Trethomas and Machen 5",W01001344,16.1,FALSE,FALSE,10.9,8.2,10.5,12.7,14.9,1.1,4,Wales,Caerphilly 020C,14,21.7,16.3,85,103,452,4,5.6,7.3,-20.049999999999997
Caerphilly,021C,"Bedwas, Trethomas and Machen 6",W01001345,86.4,TRUE,FALSE,63,74.9,66.9,81,0.6,11.5,31.1,Wales,Caerphilly 021C,34,66.3,51.2,80,86,268,9.1,8.3,12.3,24.55
Caerphilly,020D,"Bedwas, Trethomas and Machen 7",W01001346,14.9,FALSE,FALSE,12.5,15.7,9.6,17.1,2.8,6.8,14.5,Wales,Caerphilly 020D,16,20.6,18.2,84,100,404,3.8,6.2,8.4,-21.149999999999995
Caerphilly,005C,Blackwood 1,W01001347,13.1,FALSE,FALSE,12.3,9.8,21.5,18.9,3.8,5.1,5.2,Wales,Caerphilly 005C,15,18.8,15.6,85,105,411,8.3,6.7,6.9,-22.949999999999996
Caerphilly,009A,Blackwood 2,W01001348,38,FALSE,FALSE,26.9,40,15.5,30.1,9.2,1.4,23.5,Wales,Caerphilly 009A,24,38.2,31.7,78,94,322,6.6,7.9,10,-3.5499999999999945
Caerphilly,009B,Blackwood 3,W01001349,3.7,FALSE,FALSE,9.8,5.9,33.5,5.4,5.8,6.7,4.6,Wales,Caerphilly 009B,8,9.1,7.9,86,107,439,7.2,5.9,6.4,-32.65
Caerphilly,009C,Blackwood 4,W01001350,28.4,FALSE,FALSE,24.9,14.9,51.7,41.4,4.3,4,3.5,Wales,Caerphilly 009C,16,31.5,19.7,83,101,401,9,6.4,7.8,-10.249999999999996
Caerphilly,005D,Blackwood 5,W01001351,2.2,FALSE,FALSE,6.5,5.4,8.4,8.5,8.9,17,4.2,Wales,Caerphilly 005D,9,6.9,7.6,88,107,418,7.2,5.8,6.2,-34.85
Caerphilly,007A,Cefn Fforest 1,W01001352,38.6,FALSE,FALSE,30.9,29.4,54.2,20.4,13,0.9,14.2,Wales,Caerphilly 007A,26,38.6,29.2,78,98,325,7.7,7.6,8.3,-3.149999999999996
Caerphilly,007B,Cefn Fforest 2,W01001353,43,FALSE,TRUE,34.1,19.2,73.7,18.2,17.3,3.5,7.3,Wales,Caerphilly 007B,21,41.8,23.1,81,99,373,10,7.4,7.3,0.05
Caerphilly,014D,Crosskeys 1,W01001354,17.8,FALSE,FALSE,15.2,12.8,14.1,13.9,16.1,16.1,9.1,Wales,Caerphilly 014D,14,23.2,16,84,105,398,4.7,6.7,8.1,-18.549999999999997
Caerphilly,015A,Crosskeys 2,W01001355,15.4,FALSE,FALSE,20.4,14.1,38.9,15.2,40.3,16.8,8.1,Wales,Caerphilly 015A,21,21,21.2,86,102,405,6.5,6.4,8.7,-20.749999999999996
Caerphilly,006A,Crumlin 1,W01001356,4.7,FALSE,FALSE,7.3,5.4,15.1,11.2,1.9,10.3,1.2,Wales,Caerphilly 006A,11,10.2,9.6,82,111,397,5.2,6,6.2,-31.549999999999997
Caerphilly,006B,Crumlin 2,W01001357,7.3,FALSE,FALSE,11.9,5.6,16.8,3.7,12.2,34,6.7,Wales,Caerphilly 006B,12,13.1,11.7,83,108,487,8.4,6,7,-28.649999999999995
Caerphilly,006C,Crumlin 3,W01001358,46.4,FALSE,TRUE,36.6,35.6,44.7,23.5,5.5,26.1,25.6,Wales,Caerphilly 006C,26,43.9,29.7,78,97,379,8.2,8.5,10.9,2.1500000000000012
Caerphilly,006D,Crumlin 4,W01001359,12,FALSE,FALSE,13.7,12.4,15.3,15.7,11.5,17.3,15.5,Wales,Caerphilly 006D,15,17.7,14.3,85,107,382,8.4,7.4,8.4,-24.049999999999997
Caerphilly,002A,Darren Valley 1,W01001360,30.8,FALSE,FALSE,20.8,22.2,3.5,17.3,0.9,33.1,5.8,Wales,Caerphilly 002A,18,33.2,19.7,83,99,385,2.4,7.6,8.6,-8.549999999999994
Caerphilly,002B,Darren Valley 2,W01001361,46.1,TRUE,FALSE,43,43.7,71.8,22.1,6.2,38.3,9.9,Wales,Caerphilly 002B,29,43.8,30.8,83,95,280,9.4,8.7,10.2,2.05
Caerphilly,003C,Gilfach,W01001362,20.3,FALSE,FALSE,22.5,23.7,35.8,34.4,11.9,10.4,18,Wales,Caerphilly 003C,22,25.1,20.9,79,98,428,7.7,7.1,9.5,-16.649999999999995
Caerphilly,012A,Hengoed (Caerphilly) 1,W01001363,31.2,FALSE,FALSE,26.8,40.9,22,17,35.5,11.8,6.7,Wales,Caerphilly 012A,18,33.4,23.6,81,93,349,5.6,7.8,10.6,-8.349999999999998
Caerphilly,012B,Hengoed (Caerphilly) 2,W01001364,60.6,TRUE,FALSE,47.1,63.8,51.5,45.7,8.8,12.6,18.9,Wales,Caerphilly 012B,30,51.7,38.7,80,88,302,6.1,9.2,12.4,9.950000000000006
Caerphilly,012C,Hengoed (Caerphilly) 3,W01001365,25,FALSE,FALSE,22.4,32,29,26.5,1.6,8.4,6.4,Wales,Caerphilly 012C,21,29,22.9,84,95,408,3.6,8.2,11.5,-12.749999999999996
Caerphilly,019A,Llanbradach 1,W01001366,20.2,FALSE,FALSE,22.4,20.4,27,6.3,41.7,24.1,22,Wales,Caerphilly 019A,14,25,15.4,84,96,397,5.9,6.9,8.3,-16.749999999999996
Caerphilly,019B,Llanbradach 2,W01001367,19.4,FALSE,FALSE,19.3,17,11.8,24.8,33,19.2,26,Wales,Caerphilly 019B,15,24.6,18.5,82,101,412,4.2,6.9,8.7,-17.149999999999995
Caerphilly,019C,Llanbradach 3,W01001368,33.8,FALSE,FALSE,25.9,27.1,13.9,25.5,26.5,27,8.8,Wales,Caerphilly 019C,20,35.1,27.2,81,100,384,3.8,8.3,10.6,-6.649999999999996
Caerphilly,012D,Maesycwmmer,W01001369,16.1,FALSE,FALSE,14.3,14.7,17.9,5.1,14.4,12.4,6.1,Wales,Caerphilly 012D,16,21.7,16.7,83,104,411,3.3,6.9,9,-20.049999999999997
Caerphilly,023A,Morgan Jones 1,W01001370,14.8,FALSE,FALSE,16.5,22.4,20.7,27.1,24,5,2.8,Wales,Caerphilly 023A,14,20.4,17.1,82,99,397,5.3,6.5,10.5,-21.349999999999998
Caerphilly,022A,Morgan Jones 2,W01001371,41.1,FALSE,FALSE,38.5,51.5,46,22.3,37.7,16.6,27.3,Wales,Caerphilly 022A,24,40.7,31.3,82,94,296,6.8,8,13.3,-1.0499999999999943
Caerphilly,022B,Morgan Jones 3,W01001372,19.2,FALSE,FALSE,21.1,19.7,31.9,10.4,52.3,9.8,8.2,Wales,Caerphilly 022B,12,24.3,14.2,84,100,413,6.3,7,10.4,-17.449999999999996
Caerphilly,022C,Morgan Jones 4,W01001373,16.1,FALSE,FALSE,18.7,18.5,22.3,24.7,54.7,5.3,8.9,Wales,Caerphilly 022C,15,21.6,15.8,85,103,367,5.5,6.6,10.2,-20.149999999999995
Caerphilly,001A,Moriah 1,W01001374,35.6,FALSE,FALSE,32.5,27.5,54.1,21.9,8.3,23.4,21.4,Wales,Caerphilly 001A,22,36.2,24.8,81,98,325,12.1,7.1,9.1,-5.5499999999999945
Caerphilly,001B,Moriah 2,W01001375,26.5,FALSE,FALSE,23.7,23.8,15.4,44.4,39.8,13.1,15.9,Wales,Caerphilly 001B,28,29.9,26,82,98,373,4.9,7.7,8.4,-11.849999999999998
Caerphilly,001C,Moriah 3,W01001376,71.2,TRUE,FALSE,50.7,58.2,36.7,34.8,45.1,19.4,34.9,Wales,Caerphilly 001C,35,57.1,40.6,79,90,288,7.7,8.7,11.1,15.350000000000005
Caerphilly,013A,Nelson 1,W01001377,11.8,FALSE,FALSE,16.5,14.6,22.8,21.9,11,22.4,20.2,Wales,Caerphilly 013A,17,17.5,11,84,101,411,7.8,6.4,8.5,-24.249999999999996
Caerphilly,013B,Nelson 2,W01001378,24.7,FALSE,FALSE,27.2,47.9,29.1,37,7.9,16.1,9.8,Wales,Caerphilly 013B,20,28.8,23.7,81,92,327,6.3,8.8,11.1,-12.949999999999996
Caerphilly,013C,Nelson 3,W01001379,16.9,FALSE,FALSE,14.8,16.2,10.4,11.4,1.7,23.6,9.7,Wales,Caerphilly 013C,12,22.3,14.8,84,98,419,3.3,7.1,7.9,-19.449999999999996
Caerphilly,010A,Newbridge 1,W01001380,9.8,FALSE,FALSE,12.6,7.2,29.4,15.6,7.1,10.9,3.8,Wales,Caerphilly 010A,14,15.7,13,83,110,394,7.5,6.6,6.9,-26.049999999999997
Caerphilly,010B,Newbridge 2,W01001381,61.8,TRUE,FALSE,43.3,69.4,30.6,32.7,1.2,10.8,16.4,Wales,Caerphilly 010B,28,52.7,35.9,72,90,280,6.8,7.5,13.1,10.950000000000006
Caerphilly,010C,Newbridge 3,W01001382,12.5,FALSE,FALSE,12.4,6.3,25.6,16.7,2.9,5.2,11.4,Wales,Caerphilly 010C,15,18.3,14.4,86,111,422,4.5,6.5,7.8,-23.449999999999996
Caerphilly,010D,Newbridge 4,W01001383,17.4,FALSE,FALSE,12.9,24.5,1.8,16.5,4.4,0.6,15.3,Wales,Caerphilly 010D,17,22.9,17.7,83,105,336,2,7.1,12.3,-18.849999999999998
Caerphilly,002C,New Tredegar 1,W01001384,18.9,FALSE,FALSE,25.9,29.1,51.9,42.7,3.1,7.4,27,Wales,Caerphilly 002C,23,24.2,22.6,80,98,372,9,8.1,9.3,-17.549999999999997
Caerphilly,002D,New Tredegar 2,W01001385,30.7,FALSE,FALSE,26.4,34.4,24.5,31.4,2,22,13,Wales,Caerphilly 002D,25,33.1,25.2,79,96,343,7.3,9,8.8,-8.649999999999995
Caerphilly,002E,New Tredegar 3,W01001386,60.3,TRUE,FALSE,49.4,79.8,49.9,57.3,21,2.9,13.2,Wales,Caerphilly 002E,33,51.7,39.3,75,92,267,10.3,10.7,14.6,9.950000000000006
Caerphilly,007C,Pengam 1,W01001387,41.7,FALSE,FALSE,32.8,42.3,26.9,36.2,17.8,10.3,27.9,Wales,Caerphilly 007C,26,41,29.3,82,96,360,6.2,9.8,11.5,-0.7499999999999971
Caerphilly,007D,Pengam 2,W01001388,48.2,FALSE,TRUE,30.5,27.1,29.8,28.6,15.2,6.1,4.8,Wales,Caerphilly 007D,21,44.9,30.6,83,97,345,6.7,7.5,9.3,3.1500000000000012
Caerphilly,007E,Pengam 3,W01001389,15.2,FALSE,FALSE,11.6,13.3,3.4,14,22.6,6.5,5.9,Wales,Caerphilly 007E,18,20.7,16.3,82,104,403,3.7,6.8,8.1,-21.049999999999997
Caerphilly,006E,Penmaen 1,W01001390,5.3,FALSE,FALSE,7.2,4.7,3.4,3.9,6.9,21.9,10.2,Wales,Caerphilly 006E,9,11,7.2,86,109,463,3,6.1,6.5,-30.749999999999996
Caerphilly,006F,Penmaen 2,W01001391,16.8,FALSE,FALSE,15.3,20.1,12.6,27.2,4.7,11.7,6.2,Wales,Caerphilly 006F,16,22.3,16.1,77,102,394,3.5,6.8,8.4,-19.449999999999996
Caerphilly,009D,Penmaen 3,W01001392,3.5,FALSE,FALSE,9.3,8.4,20.4,11.5,7.4,15.7,2.3,Wales,Caerphilly 009D,12,8.8,8.5,83,102,459,6.2,5.6,6.7,-32.95
Caerphilly,019D,Penyrheol (Caerphilly) 1,W01001393,30.8,FALSE,FALSE,29.5,50.6,20.8,22.9,28.4,20.7,13.3,Wales,Caerphilly 019D,21,33.3,23.5,82,92,321,6.3,8.3,11.6,-8.45
Caerphilly,023B,Penyrheol (Caerphilly) 2,W01001394,4.4,FALSE,FALSE,9.7,9,34.3,2.5,1.4,2.5,2.7,Wales,Caerphilly 023B,7,9.8,6.8,83,102,388,8,5.5,6.2,-31.949999999999996
Caerphilly,023C,Penyrheol (Caerphilly) 3,W01001395,28.2,FALSE,FALSE,22.3,18.3,33.7,21,15.3,3.7,13.1,Wales,Caerphilly 023C,17,31.4,23.6,81,103,375,5.7,6.6,9.7,-10.349999999999998
Caerphilly,023D,Penyrheol (Caerphilly) 4,W01001396,59.3,FALSE,TRUE,45.6,56.1,50.2,25.6,53.1,6,15.6,Wales,Caerphilly 023D,26,51.2,37,79,96,289,5.1,10.3,12,9.450000000000006
Caerphilly,019E,Penyrheol (Caerphilly) 5,W01001397,17.1,FALSE,FALSE,15.4,25.1,3.9,12.8,7.2,20.4,11,Wales,Caerphilly 019E,14,22.5,15.9,83,96,370,2.2,7.1,8.7,-19.249999999999996
Caerphilly,024A,Penyrheol (Caerphilly) 6,W01001398,6.6,FALSE,FALSE,8.9,5.8,7.1,7.5,27.7,17.7,2,Wales,Caerphilly 024A,7,12.3,7.9,82,110,440,4.5,5.6,7.1,-29.449999999999996
Caerphilly,023E,Penyrheol (Caerphilly) 7,W01001399,5.1,FALSE,FALSE,9.8,18.6,5.7,10.8,33.2,4.2,10.1,Wales,Caerphilly 023E,12,10.7,11.8,81,101,427,2.8,7.3,9.3,-31.049999999999997
Caerphilly,019F,Penyrheol (Caerphilly) 8,W01001400,72,FALSE,TRUE,55.4,81,48.4,35.8,11.2,32.9,15.2,Wales,Caerphilly 019F,29,57.7,39.5,76,87,256,6.7,9.3,13.5,15.950000000000006
Caerphilly,011A,Pontllanfraith 1,W01001401,24.5,FALSE,FALSE,23,26.5,22.4,24.5,25.3,15.2,18.4,Wales,Caerphilly 011A,19,28.8,23.1,83,98,335,3.9,7.6,9.4,-12.949999999999996
Caerphilly,011B,Pontllanfraith 2,W01001402,39.5,FALSE,FALSE,31.2,39.1,30.8,34.3,17,4.3,26.1,Wales,Caerphilly 011B,23,39.5,31,79,97,299,5.6,7.6,10.9,-2.2499999999999973
Caerphilly,011C,Pontllanfraith 3,W01001403,11.7,FALSE,FALSE,17.1,20.7,32.7,30.3,24.1,1.9,4.7,Wales,Caerphilly 011C,16,17.3,15.6,81,100,357,7.2,6.6,8.7,-24.449999999999996
Caerphilly,011D,Pontllanfraith 4,W01001404,1.8,FALSE,FALSE,5.3,2.7,2.7,6.9,27.4,9,8.4,Wales,Caerphilly 011D,10,6.3,6.6,84,109,451,1.7,5.1,5.3,-35.45
Caerphilly,011E,Pontllanfraith 5,W01001405,35.8,FALSE,FALSE,25.4,31.7,13.4,23,35.4,9,6,Wales,Caerphilly 011E,18,36.3,24.6,79,98,353,3.8,8.2,10,-5.45
Caerphilly,001D,Pontlottyn,W01001406,31.2,FALSE,FALSE,27.8,31.1,34.7,36.5,36,6,5.4,Wales,Caerphilly 001D,28,33.4,26.3,83,95,331,7.6,6.9,9.7,-8.349999999999998
Caerphilly,016A,Risca East 1,W01001407,14.8,FALSE,FALSE,17.1,13.3,35.1,22.7,6.5,7.2,15.2,Wales,Caerphilly 016A,11,20.4,12.3,81,103,430,10.1,6.9,8,-21.349999999999998
Caerphilly,016B,Risca East 2,W01001408,44.2,FALSE,TRUE,31.7,28.5,32,27.8,15.1,11.3,28.4,Wales,Caerphilly 016B,20,42.5,29.7,79,99,344,8.6,7.7,9.2,0.7500000000000029
Caerphilly,016C,Risca East 3,W01001409,20.4,FALSE,FALSE,13.7,10.9,2.6,17.1,20,7.2,17.2,Wales,Caerphilly 016C,12,25.2,13.1,81,104,405,1.6,5.6,7.6,-16.549999999999997
Caerphilly,016D,Risca East 4,W01001410,18.9,FALSE,FALSE,22.8,22.9,32.8,54.5,18.4,11.4,12.6,Wales,Caerphilly 016D,21,24,18.5,81,99,361,7.9,7.2,8.7,-17.749999999999996
Caerphilly,017A,Risca West 1,W01001411,18.7,FALSE,FALSE,20.4,16.2,26.4,18.6,39.2,18.5,11.6,Wales,Caerphilly 017A,17,23.7,19.7,81,100,417,7.6,6.6,8.5,-18.049999999999997
Caerphilly,017B,Risca West 2,W01001412,30.5,FALSE,FALSE,22.9,13.9,21.7,23.4,63.8,2.2,8.1,Wales,Caerphilly 017B,17,33.1,18.7,81,103,408,5.7,5.6,8.7,-8.649999999999995
Caerphilly,017C,Risca West 3,W01001413,17.1,FALSE,FALSE,18.4,16.9,12.9,16.3,61.3,14.2,12.7,Wales,Caerphilly 017C,19,22.4,19.4,81,100,405,4.5,6.7,7.7,-19.349999999999998
Caerphilly,008A,St. Cattwg 1,W01001414,39.3,FALSE,FALSE,33.8,45.6,24.2,48.8,14.3,22.9,21.8,Wales,Caerphilly 008A,30,39.2,30.2,83,92,348,5.6,7.9,11.6,-2.5499999999999945
Caerphilly,008B,St. Cattwg 2,W01001415,14.2,FALSE,FALSE,16.7,21.1,17.1,16.4,45.4,10,2.4,Wales,Caerphilly 008B,19,19.7,18.2,85,101,361,3.5,7.7,10,-22.049999999999997
Caerphilly,008C,St. Cattwg 3,W01001416,21.6,FALSE,FALSE,22.6,22,31.9,19,14.9,26,8.2,Wales,Caerphilly 008C,17,26.4,17.9,82,101,377,6.4,7.5,9.9,-15.349999999999998
Caerphilly,008D,St. Cattwg 4,W01001417,10.5,FALSE,FALSE,13.5,14,7.5,6,40.8,25.3,3.4,Wales,Caerphilly 008D,11,16.3,9.9,82,101,420,3.3,6.9,7.6,-25.449999999999996
Caerphilly,008E,St. Cattwg 5,W01001418,32,FALSE,FALSE,27.7,37.1,20.4,27.5,19.9,27.2,5.4,Wales,Caerphilly 008E,25,33.8,25.2,76,97,390,3.7,7.6,11.8,-7.95
Caerphilly,021D,St. James 1,W01001419,11.2,FALSE,FALSE,18.9,12.4,9.5,10.4,36.4,63.2,10.4,Wales,Caerphilly 021D,12,16.8,13.1,84,104,436,3.9,6.1,9.5,-24.949999999999996
Caerphilly,022D,St. James 2,W01001420,12.2,FALSE,FALSE,14.1,5.5,11.4,11.9,68.5,8.9,14.4,Wales,Caerphilly 022D,10,17.9,11.1,83,109,538,6.1,6.3,7.5,-23.849999999999998
Caerphilly,022E,St. James 3,W01001421,81.4,TRUE,FALSE,67.4,81.4,81.4,82.6,59.6,10.5,14.7,Wales,Caerphilly 022E,40,63.5,53,72,93,265,9.2,9.4,17.3,21.750000000000004
Caerphilly,022F,St. James 4,W01001422,77.9,TRUE,FALSE,60.3,65,66.7,74.6,51,12.8,17.2,Wales,Caerphilly 022F,35,62.2,38.8,77,97,263,8.1,9.6,14.9,20.450000000000006
Caerphilly,024B,St. Martins 1,W01001423,3.2,FALSE,FALSE,8.2,4.3,0.7,5.7,59.8,16.1,3.6,Wales,Caerphilly 024B,10,8.4,7.1,86,111,463,2.4,4.8,8.4,-33.35
Caerphilly,024C,St. Martins 2,W01001424,18.7,FALSE,FALSE,15,12,9,34.5,24.9,7.4,4.9,Wales,Caerphilly 024C,15,23.9,21.9,89,105,387,3.9,5.7,10.1,-17.849999999999998
Caerphilly,024D,St. Martins 3,W01001425,10.1,FALSE,FALSE,9.8,3.7,3.8,14.4,36.4,13.3,3.8,Wales,Caerphilly 024D,11,16.1,12.2,87,113,473,3.6,5.3,9.2,-25.649999999999995
Caerphilly,024E,St. Martins 4,W01001426,1.6,FALSE,FALSE,7.9,3.2,1.6,7.4,44.4,27.7,0.4,Wales,Caerphilly 024E,8,5.8,5.5,90,109,444,2.2,5.2,6.6,-35.95
Caerphilly,024F,St. Martins 5,W01001427,0.8,FALSE,FALSE,7.4,2.1,1.1,1.4,39,32.7,1.4,Wales,Caerphilly 024F,5,4.6,3.9,88,111,483,2.8,4.7,7,-37.15
Caerphilly,001E,Twyn Carno 1,W01001428,90.3,TRUE,FALSE,62.9,86.9,35,77.9,21,29.7,9.1,Wales,Caerphilly 001E,44,68.3,53.4,76,90,237,6.1,11.4,14.5,26.55
Caerphilly,001F,Twyn Carno 2,W01001429,13.6,FALSE,FALSE,21,29.5,15.5,29.9,44.7,30.9,3.5,Wales,Caerphilly 001F,23,19.1,17.1,81,93,385,4.2,6.9,9.2,-22.649999999999995
Caerphilly,015B,Ynysddu 1,W01001430,32.5,FALSE,FALSE,32.6,28.3,43.4,27.7,37.8,36,7.8,Wales,Caerphilly 015B,16,34.1,23.4,82,99,292,7.5,7.1,9.4,-7.649999999999996
Caerphilly,015C,Ynysddu 2,W01001431,12.6,FALSE,FALSE,17.9,21,15.6,17.5,9.3,38.1,16.1,Wales,Caerphilly 015C,17,18.4,16.1,85,95,361,3.7,6.8,7.7,-23.349999999999998
Caerphilly,013D,Ystrad Mynach 1,W01001432,15.3,FALSE,FALSE,18.3,37.6,19.6,14.1,15.2,5.7,10.8,Wales,Caerphilly 013D,17,20.9,16.3,77,93,377,2.2,7.4,9.6,-20.849999999999998
Caerphilly,013E,Ystrad Mynach 2,W01001433,15.8,FALSE,FALSE,14.1,12.4,16.3,21.9,17.2,0,19.9,Wales,Caerphilly 013E,18,21.5,16.3,84,101,441,5,5.9,8.4,-20.249999999999996
Caerphilly,013F,Ystrad Mynach 3,W01001434,0.7,FALSE,FALSE,9.7,5.6,20.3,5.4,45.7,15.4,0.8,Wales,Caerphilly 013F,8,4.3,5.3,86,106,463,5.3,6,6.2,-37.45
Flintshire,014A,Argoed (Flintshire) 1,W01000249,7.9,FALSE,FALSE,7.2,3.8,11,8.2,10.1,3.6,4.5,Wales,Flintshire 014A,7,13.9,8.1,86,103,420,4.9,4.2,5.5,-20.349999999999998
Flintshire,014B,Argoed (Flintshire) 2,W01000250,2.6,FALSE,FALSE,5.6,2.7,4.5,9.1,11.8,15.6,4.3,Wales,Flintshire 014B,8,7.5,6.9,85,108,474,3.4,4.8,5.6,-26.749999999999996
